,apparentTemperatureMinTime,precipType,cloudCover,temperatureMin,summary,dewPoint,apparentTemperatureMax,temperatureMax,temperatureMaxTime,windBearing,moonPhase,visibility,sunsetTime,pressure,apparentTemperatureMin,icon,apparentTemperatureMaxTime,humidity,windSpeed,time,sunriseTime,temperatureMinTime
383,1453176000.0,rain,0.82,34.34,Mostly cloudy until evening.,34.87,39.69,39.69,1453208400.0,313.0,0.34,5.28,1453220260.0,1016.56,34.34,partly-cloudy-day,1453208400.0,0.95,1.47,1453161600.0,1453191496.0,1453176000.0
384,1453330800.0,rain,0.42,31.05,Mostly cloudy until evening.,32.12,37.56,37.56,1453298400.0,259.0,0.38,6.43,1453306771.0,1019.58,27.99,partly-cloudy-day,1453298400.0,0.93,0.98,1453248000.0,1453277822.0,1453330800.0
385,1453352400.0,rain,0.47,30.31,Mostly cloudy until evening.,32.88,31.44,39.25,1453413600.0,168.0,0.42,3.43,1453393285.0,1017.56,23.17,partly-cloudy-day,1453413600.0,0.95,9.14,1453334400.0,1453364145.0,1453348800.0
386,1453431600.0,rain,0.44,39.22,Mostly cloudy until afternoon.,40.65,43.04,48.22,1453474800.0,196.0,0.45,6.22,1453479799.0,1009.52,30.83,partly-cloudy-day,1453474800.0,0.91,13.82,1453420800.0,1453450465.0,1453428000.0
387,1453536000.0,rain,0.0,42.03,Clear throughout the day.,41.12,42.01,47.41,1453561200.0,210.0,0.48,6.98,1453566315.0,1021.44,36.42,clear-day,1453561200.0,0.87,11.19,1453507200.0,1453536782.0,1453536000.0
388,1453593600.0,rain,,45.28,Clear throughout the day.,48.94,54.36,54.36,1453669200.0,213.0,0.52,7.1,1453652833.0,1018.5,39.94,clear-day,1453669200.0,0.92,13.13,1453593600.0,1453623097.0,1453593600.0
389,1453762800.0,rain,0.46,41.03,Mostly cloudy until evening.,45.34,53.77,53.77,1453683600.0,205.0,0.55,8.46,1453739351.0,1011.32,33.65,partly-cloudy-day,1453683600.0,0.85,15.5,1453680000.0,1453709409.0,1453762800.0
390,1453795200.0,rain,0.63,42.01,Windy and mostly cloudy until evening.,42.59,52.25,52.25,1453824000.0,215.0,0.58,7.71,1453825870.0,1002.08,33.24,wind,1453824000.0,0.85,22.69,1453766400.0,1453795718.0,1453777200.0
391,1453935600.0,rain,0.47,36.18,Mostly cloudy until evening and windy in the afternoon.,41.96,52.05,52.05,1453885200.0,242.0,0.61,7.42,1453912390.0,997.81,26.4,wind,1453885200.0,0.85,17.4,1453852800.0,1453882026.0,1453935600.0
392,1453946400.0,rain,0.54,35.79,Mostly cloudy until evening and windy overnight.,36.42,41.24,48.19,1454022000.0,232.0,0.64,8.07,1453998912.0,1011.74,25.83,wind,1454022000.0,0.82,18.42,1453939200.0,1453968330.0,1453946400.0
393,1454108400.0,rain,0.27,43.3,Windy until afternoon and mostly cloudy in the morning.,38.89,50.88,50.88,1454040000.0,239.0,0.67,7.61,1454085433.0,1002.28,34.39,wind,1454040000.0,0.74,28.35,1454025600.0,1454054633.0,1454094000.0
394,1454191200.0,rain,0.0,34.98,"Windy starting in the afternoon, continuing until evening.",27.85,33.85,43.27,1454112000.0,258.0,0.7,8.48,1454171956.0,1000.17,23.4,wind,1454112000.0,0.7,22.57,1454112000.0,1454140933.0,1454194800.0
395,1454198400.0,rain,,34.71,Windy overnight.,35.19,40.29,46.26,1454281200.0,229.0,0.73,6.57,1454258479.0,1002.13,24.24,wind,1454281200.0,0.9,8.63,1454198400.0,1454227230.0,1454209200.0
396,1454367600.0,rain,0.44,42.09,Windy throughout the day and partly cloudy until evening.,41.33,52.5,52.5,1454324400.0,245.0,0.76,7.53,1454345003.0,1000.93,31.19,wind,1454324400.0,0.77,28.99,1454284800.0,1454313526.0,1454367600.0
397,1454454000.0,rain,0.21,35.75,Windy until afternoon and partly cloudy until evening.,31.54,33.04,42.99,1454425200.0,256.0,0.79,8.34,1454431527.0,1003.71,24.88,wind,1454425200.0,0.7,26.37,1454371200.0,1454399820.0,1454454000.0
398,1454464800.0,rain,0.23,34.72,Partly cloudy in the morning.,31.34,35.43,42.64,1454508000.0,276.0,0.82,8.68,1454518052.0,1016.41,24.73,partly-cloudy-night,1454508000.0,0.78,11.65,1454457600.0,1454486111.0,1454482800.0
399,1454551200.0,rain,0.68,37.05,Mostly cloudy until evening.,40.95,43.74,47.87,1454623200.0,262.0,0.86,7.63,1454604577.0,1019.01,29.84,partly-cloudy-day,1454623200.0,0.88,9.65,1454544000.0,1454572401.0,1454554800.0
400,1454713200.0,rain,0.75,39.26,Mostly cloudy until afternoon.,42.25,41.69,49.02,1454677200.0,222.0,0.89,8.06,1454691102.0,1008.47,31.54,partly-cloudy-day,1454677200.0,0.84,18.03,1454630400.0,1454658688.0,1454713200.0
401,1454734800.0,rain,,35.86,Clear throughout the day.,38.46,39.22,46.5,1454785200.0,186.0,0.92,7.52,1454777628.0,990.26,28.68,clear-day,1454785200.0,0.92,10.87,1454716800.0,1454744974.0,1454734800.0
402,1454832000.0,rain,0.0,37.33,Windy in the afternoon.,35.68,34.68,44.31,1454850000.0,212.0,0.96,8.18,1454864154.0,979.68,27.71,wind,1454850000.0,0.83,18.62,1454803200.0,1454831258.0,1454832000.0
403,1454904000.0,rain,0.72,39.97,Mostly cloudy until evening.,38.04,37.79,44.6,1454940000.0,239.0,0.99,8.02,1454950680.0,973.17,30.72,partly-cloudy-day,1454940000.0,0.85,15.62,1454889600.0,1454917540.0,1454904000.0
404,1455001200.0,rain,0.59,37.56,Mostly cloudy until evening.,34.9,32.95,41.68,1455022800.0,251.0,0.03,8.04,1455037206.0,980.62,28.51,partly-cloudy-day,1455022800.0,0.84,15.34,1454976000.0,1455003821.0,1455055200.0
405,1455145200.0,rain,0.2,33.49,Partly cloudy until afternoon.,32.01,35.61,42.21,1455109200.0,292.0,0.07,8.62,1455123732.0,994.0,25.24,partly-cloudy-day,1455109200.0,0.81,10.38,1455062400.0,1455090099.0,1455145200.0
406,1455174000.0,rain,0.22,30.92,Partly cloudy until afternoon.,30.77,34.95,41.3,1455202800.0,262.0,0.1,8.5,1455210258.0,1000.89,23.95,partly-cloudy-day,1455202800.0,0.86,6.62,1455148800.0,1455176377.0,1455174000.0
407,1455256800.0,rain,0.43,29.94,Mostly cloudy until afternoon.,31.48,37.19,40.93,1455285600.0,85.0,0.14,7.01,1455296783.0,997.38,27.15,partly-cloudy-day,1455285600.0,0.89,4.08,1455235200.0,1455262652.0,1455238800.0
408,1455346800.0,rain,,32.32,Clear throughout the day.,32.16,29.39,37.32,1455375600.0,81.0,0.18,6.36,1455383309.0,992.77,25.3,clear-day,1455375600.0,0.91,9.08,1455321600.0,1455348926.0,1455321600.0
409,1455426000.0,rain,0.0,30.13,Clear throughout the day.,29.28,27.1,35.54,1455451200.0,16.0,0.22,8.01,1455469835.0,1002.66,21.63,clear-day,1455451200.0,0.87,9.37,1455408000.0,1455435199.0,1455433200.0
410,1455512400.0,rain,0.14,26.4,Partly cloudy until afternoon.,27.15,29.12,38.32,1455541200.0,336.0,0.26,8.61,1455556361.0,1027.38,20.1,partly-cloudy-day,1455541200.0,0.82,9.6,1455494400.0,1455521470.0,1455577200.0
411,1455588000.0,rain,0.43,25.7,Mostly cloudy until evening.,27.77,29.83,39.38,1455631200.0,192.0,0.29,8.91,1455642886.0,1026.81,19.32,partly-cloudy-day,1455631200.0,0.79,14.6,1455580800.0,1455607740.0,1455584400.0
412,1455667200.0,rain,1.0,34.49,Overcast until afternoon.,36.29,29.74,39.43,1455678000.0,202.0,0.33,6.45,1455729411.0,1011.87,28.68,cloudy,1455678000.0,0.93,8.81,1455667200.0,1455694009.0,1455750000.0
413,1455782400.0,rain,0.17,29.96,"Partly cloudy starting in the afternoon, continuing until evening.",31.7,34.73,41.97,1455800400.0,247.0,0.36,7.78,1455815936.0,1011.82,24.6,partly-cloudy-day,1455800400.0,0.87,6.2,1455753600.0,1455780276.0,1455782400.0
414,1455865200.0,rain,0.37,32.9,Mostly cloudy until evening.,36.45,38.37,46.36,1455919200.0,212.0,0.4,7.45,1455902461.0,1006.74,25.46,partly-cloudy-day,1455919200.0,0.9,14.15,1455840000.0,1455866542.0,1455840000.0
415,1455944400.0,rain,0.42,41.76,Mostly cloudy starting in the evening.,37.52,36.57,44.83,1455980400.0,259.0,0.43,8.25,1455988985.0,999.56,32.88,partly-cloudy-night,1455980400.0,0.8,19.96,1455926400.0,1455952807.0,1455955200.0
416,1456095600.0,rain,0.63,39.3,Mostly cloudy throughout the day.,40.51,50.2,50.2,1456063200.0,262.0,0.46,7.71,1456075509.0,999.71,30.97,partly-cloudy-day,1456063200.0,0.85,16.08,1456012800.0,1456039071.0,1456095600.0
417,1456113600.0,rain,0.26,35.37,Partly cloudy until afternoon.,33.22,37.09,44.2,1456149600.0,272.0,0.49,8.68,1456162033.0,1005.2,25.25,partly-cloudy-day,1456149600.0,0.8,12.89,1456099200.0,1456125333.0,1456113600.0
418,1456210800.0,rain,0.26,29.6,"Partly cloudy starting in the afternoon, continuing until evening.",28.72,36.1,41.89,1456236000.0,319.0,0.53,8.99,1456248557.0,1016.9,25.13,partly-cloudy-day,1456236000.0,0.77,6.9,1456185600.0,1456211595.0,1456268400.0
419,1456290000.0,rain,0.36,26.06,Partly cloudy throughout the day.,27.45,35.66,39.7,1456326000.0,297.0,0.56,8.75,1456335080.0,1018.03,21.89,partly-cloudy-day,1456326000.0,0.82,3.96,1456272000.0,1456297855.0,1456290000.0
420,1456372800.0,rain,0.55,26.36,Mostly cloudy throughout the day.,24.9,32.63,38.07,1456405200.0,289.0,0.59,8.62,1456421603.0,1015.52,19.45,partly-cloudy-day,1456405200.0,0.74,5.5,1456358400.0,1456384115.0,1456376400.0
421,1456520400.0,rain,0.67,30.01,Mostly cloudy until afternoon.,26.91,34.43,39.28,1456498800.0,155.0,0.62,8.88,1456508125.0,1009.98,27.16,partly-cloudy-day,1456498800.0,0.75,4.19,1456444800.0,1456470374.0,1456527600.0
422,1456614000.0,rain,,29.19,Clear throughout the day.,28.61,33.44,39.14,1456585200.0,32.0,0.65,7.05,1456594647.0,1015.54,27.04,clear-day,1456585200.0,0.81,4.42,1456531200.0,1456556631.0,1456545600.0
423,1456632000.0,rain,0.0,29.76,Clear throughout the day.,30.19,38.07,41.9,1456668000.0,20.0,0.68,8.44,1456681169.0,1025.24,24.81,clear-day,1456668000.0,0.84,4.06,1456617600.0,1456642888.0,1456700400.0
424,1456722000.0,rain,0.61,28.07,Mostly cloudy until evening.,29.72,31.59,39.9,1456754400.0,192.0,0.71,7.29,1456767690.0,1023.88,22.75,partly-cloudy-day,1456754400.0,0.83,10.32,1456704000.0,1456729144.0,1456725600.0
425,1456790400.0,rain,0.83,36.03,Mostly cloudy throughout the day.,40.85,51.96,51.96,1456833600.0,239.0,0.74,6.88,1456854211.0,1000.75,26.98,partly-cloudy-day,1456833600.0,0.87,14.86,1456790400.0,1456815399.0,1456873200.0
426,1456898400.0,rain,0.57,33.91,Mostly cloudy until evening and breezy starting in the evening.,32.3,34.44,42.09,1456927200.0,283.0,0.77,8.06,1456940732.0,992.35,25.8,wind,1456927200.0,0.82,10.36,1456876800.0,1456901654.0,1456898400.0
427,1456988400.0,rain,0.52,29.84,Mostly cloudy until evening.,33.43,38.82,43.35,1457010000.0,270.0,0.8,8.56,1457027252.0,1000.94,23.18,partly-cloudy-day,1457010000.0,0.86,3.13,1456963200.0,1456987908.0,1456988400.0
428,1457067600.0,rain,0.92,35.35,Overcast until afternoon.,35.73,30.69,40.63,1457096400.0,57.0,0.84,6.71,1457113772.0,992.54,26.84,cloudy,1457096400.0,0.9,16.51,1457049600.0,1457074161.0,1457067600.0
429,1457136000.0,rain,0.0,35.43,Clear throughout the day.,34.21,33.75,41.14,1457186400.0,0.0,0.87,8.21,1457200292.0,1003.6,27.04,clear-day,1457186400.0,0.88,11.37,1457136000.0,1457160413.0,1457146800.0
430,1457305200.0,rain,0.0,29.94,Clear throughout the day.,29.06,34.65,39.02,1457269200.0,326.0,0.9,8.38,1457286811.0,1005.72,23.75,clear-day,1457269200.0,0.81,6.66,1457222400.0,1457246665.0,1457305200.0
431,1457330400.0,rain,0.18,28.85,Partly cloudy until evening.,27.67,35.38,41.06,1457366400.0,330.0,0.94,8.74,1457373330.0,1010.49,20.83,partly-cloudy-day,1457366400.0,0.77,8.63,1457308800.0,1457332916.0,1457391600.0
432,1457398800.0,rain,0.57,27.4,Mostly cloudy until evening.,33.16,37.52,43.32,1457452800.0,212.0,0.98,7.68,1457459849.0,1008.11,22.18,partly-cloudy-day,1457452800.0,0.88,7.72,1457395200.0,1457419167.0,1457398800.0
433,1457553600.0,rain,1.0,37.24,Overcast until evening.,37.46,32.35,40.87,1457528400.0,2.0,0.02,6.29,1457546367.0,1003.02,32.12,cloudy,1457528400.0,0.94,9.12,1457481600.0,1457505417.0,1457492400.0
434,1457582400.0,rain,0.74,37.4,Mostly cloudy until evening.,37.71,44.27,44.27,1457625600.0,15.0,0.05,5.97,1457632885.0,1021.16,31.31,partly-cloudy-day,1457625600.0,0.91,3.38,1457568000.0,1457591667.0,1457582400.0
435,1457679600.0,rain,0.3,36.13,Mostly cloudy until afternoon.,37.37,43.34,47.63,1457708400.0,183.0,0.09,4.52,1457719403.0,1027.13,32.37,partly-cloudy-day,1457708400.0,0.85,6.22,1457654400.0,1457677917.0,1457679600.0
436,1457758800.0,rain,,38.13,Clear throughout the day.,40.58,52.15,52.15,1457791200.0,201.0,0.13,5.09,1457805921.0,1028.53,33.97,clear-day,1457791200.0,0.85,6.23,1457740800.0,1457764166.0,1457758800.0
437,1457906400.0,rain,0.0,38.54,Foggy starting in the evening.,40.94,52.85,52.85,1457877600.0,152.0,0.17,4.02,1457892438.0,1035.62,37.37,fog,1457877600.0,0.85,2.65,1457827200.0,1457850414.0,1457910000.0
438,1457928000.0,rain,0.2,33.92,Foggy in the morning.,34.82,50.06,50.06,1457964000.0,81.0,0.2,4.42,1457978955.0,1037.42,31.88,fog,1457964000.0,0.81,4.52,1457913600.0,1457936662.0,1457938800.0
439,1458018000.0,rain,0.75,36.66,Mostly cloudy until evening.,38.32,39.04,44.96,1458050400.0,27.0,0.24,5.11,1458065471.0,1035.12,32.34,partly-cloudy-day,1458050400.0,0.91,8.88,1458000000.0,1458022910.0,1458014400.0
440,1458097200.0,rain,0.42,36.34,Mostly cloudy until evening.,38.57,39.94,45.14,1458140400.0,37.0,0.28,6.1,1458151988.0,1035.37,31.92,partly-cloudy-day,1458140400.0,0.92,7.84,1458086400.0,1458109158.0,1458169200.0
441,1458252000.0,rain,0.33,36.31,Foggy starting in the evening.,36.56,48.25,48.25,1458226800.0,22.0,0.31,5.8,1458238504.0,1032.89,32.14,fog,1458226800.0,0.87,2.47,1458172800.0,1458195406.0,1458187200.0
442,1458262800.0,rain,0.9,36.56,Mostly cloudy until evening.,37.32,38.35,44.28,1458309600.0,23.0,0.34,6.72,1458325020.0,1029.62,31.01,partly-cloudy-day,1458309600.0,0.89,8.8,1458259200.0,1458281653.0,1458262800.0
443,1458363600.0,rain,,39.56,Clear throughout the day.,36.16,38.53,43.83,1458392400.0,22.0,0.38,8.6,1458411536.0,1029.53,33.97,clear-day,1458392400.0,0.81,8.03,1458345600.0,1458367900.0,1458428400.0
444,1458453600.0,rain,0.0,37.18,Clear throughout the day.,37.36,50.42,50.42,1458482400.0,297.0,0.41,8.13,1458498052.0,1026.07,34.39,clear-day,1458482400.0,0.79,4.26,1458432000.0,1458454147.0,1458453600.0
445,1458532800.0,rain,0.37,36.67,Mostly cloudy until evening.,37.02,51.41,51.41,1458576000.0,284.0,0.44,8.08,1458584568.0,1021.28,30.88,partly-cloudy-day,1458576000.0,0.77,9.35,1458518400.0,1458540394.0,1458532800.0
446,1458626400.0,rain,0.41,35.99,Mostly cloudy until evening.,38.47,46.07,48.56,1458651600.0,283.0,0.47,8.15,1458671083.0,1017.37,32.07,partly-cloudy-day,1458651600.0,0.83,5.24,1458604800.0,1458626641.0,1458626400.0
447,1458770400.0,rain,0.83,38.17,Overcast until evening.,37.16,41.47,46.0,1458738000.0,251.0,0.5,8.05,1458757599.0,1015.04,32.49,cloudy,1458738000.0,0.81,7.56,1458691200.0,1458712888.0,1458770400.0
448,1458781200.0,rain,0.91,39.49,Overcast until afternoon.,40.04,43.19,48.31,1458838800.0,230.0,0.53,6.85,1458844114.0,1007.01,34.68,cloudy,1458838800.0,0.86,10.33,1458777600.0,1458799135.0,1458777600.0
449,1458885600.0,rain,0.0,37.79,Clear throughout the day.,36.5,53.09,53.09,1458918000.0,239.0,0.56,8.57,1458930629.0,1009.56,32.18,clear-day,1458918000.0,0.7,10.29,1458864000.0,1458885381.0,1458885600.0
450,1459033200.0,rain,,42.27,Breezy starting in the afternoon.,40.24,52.95,52.95,1459008000.0,195.0,0.59,8.33,1459017144.0,994.29,33.41,wind,1459008000.0,0.78,20.02,1458950400.0,1458971628.0,1459033200.0
451,1459058400.0,rain,0.0,38.82,"Breezy starting in the afternoon, continuing until evening.",36.58,39.75,47.21,1459076400.0,202.0,0.62,8.44,1459103659.0,990.07,29.82,wind,1459076400.0,0.79,18.67,1459036800.0,1459057876.0,1459058400.0
452,1459148400.0,rain,0.0,37.6,"Breezy starting in the afternoon, continuing until evening.",36.23,39.65,47.02,1459177200.0,280.0,0.65,8.17,1459190174.0,983.97,30.96,wind,1459177200.0,0.82,8.51,1459119600.0,1459144123.0,1459137600.0
453,1459216800.0,rain,0.37,35.88,Mostly cloudy until evening.,35.66,40.93,46.67,1459267200.0,231.0,0.68,8.32,1459276689.0,996.54,31.18,partly-cloudy-day,1459267200.0,0.84,8.23,1459206000.0,1459230370.0,1459288800.0
454,1459314000.0,rain,0.24,33.27,Partly cloudy until evening.,34.83,43.53,48.24,1459350000.0,259.0,0.72,8.35,1459363204.0,1004.17,27.9,partly-cloudy-day,1459350000.0,0.82,7.35,1459292400.0,1459316618.0,1459314000.0
455,1459396800.0,rain,0.2,32.87,"Partly cloudy starting in the afternoon, continuing until evening.",34.62,49.59,49.59,1459440000.0,253.0,0.75,8.14,1459449719.0,1015.27,30.21,partly-cloudy-day,1459440000.0,0.81,2.14,1459378800.0,1459402865.0,1459396800.0
456,1459479600.0,rain,0.5,32.8,Mostly cloudy until afternoon and breezy starting in the afternoon.,35.5,37.59,45.57,1459530000.0,192.0,0.78,7.73,1459536234.0,1013.28,27.62,wind,1459530000.0,0.82,14.44,1459465200.0,1459489114.0,1459479600.0
457,1459551600.0,rain,,43.57,Clear throughout the day.,43.58,44.55,48.51,1459609200.0,182.0,0.82,6.68,1459622749.0,1009.4,37.45,clear-day,1459609200.0,0.91,8.8,1459551600.0,1459575362.0,1459634400.0
458,1459645200.0,rain,,40.5,Clear throughout the day.,40.78,52.35,52.35,1459699200.0,162.0,0.85,6.21,1459709264.0,1004.63,37.66,clear-day,1459699200.0,0.83,5.55,1459638000.0,1459661611.0,1459663200.0
459,1459807200.0,rain,0.74,42.42,Mostly cloudy until evening.,43.82,50.19,50.19,1459778400.0,162.0,0.89,4.84,1459795780.0,1000.37,37.75,partly-cloudy-day,1459778400.0,0.89,4.92,1459724400.0,1459747860.0,1459807200.0
460,1459893600.0,rain,0.62,41.42,Mostly cloudy until evening.,41.33,50.25,50.25,1459872000.0,261.0,0.93,8.23,1459882295.0,1002.55,35.56,partly-cloudy-day,1459872000.0,0.86,9.54,1459810800.0,1459834109.0,1459893600.0
461,1459980000.0,rain,0.59,39.61,"Partly cloudy throughout the day and breezy starting in the afternoon, continuing until evening.",37.55,37.97,45.52,1459933200.0,251.0,0.96,8.27,1459968810.0,998.66,31.1,wind,1459933200.0,0.82,15.01,1459897200.0,1459920359.0,1459980000.0
462,1459987200.0,rain,0.59,38.75,Mostly cloudy until evening.,38.47,50.3,50.3,1460030400.0,298.0,0.01,8.47,1460055325.0,1004.03,30.5,partly-cloudy-day,1460030400.0,0.81,8.11,1459983600.0,1460006609.0,1459994400.0
463,1460077200.0,rain,0.46,38.42,Mostly cloudy until afternoon.,39.37,50.66,50.66,1460124000.0,227.0,0.04,7.92,1460141841.0,1008.87,36.58,partly-cloudy-day,1460124000.0,0.83,5.16,1460070000.0,1460092860.0,1460091600.0
464,1460185200.0,rain,,38.5,Clear throughout the day.,37.2,48.48,48.48,1460210400.0,208.0,0.08,8.03,1460228356.0,1000.17,36.34,clear-day,1460210400.0,0.79,3.52,1460156400.0,1460179112.0,1460239200.0
465,1460264400.0,rain,0.0,33.29,Clear throughout the day.,34.23,51.47,51.47,1460296800.0,131.0,0.11,8.15,1460314872.0,1008.62,29.57,clear-day,1460296800.0,0.76,3.84,1460242800.0,1460265364.0,1460268000.0
466,1460332800.0,rain,0.7,39.64,"Mostly cloudy until evening and breezy starting in the afternoon, continuing until evening.",40.53,52.38,52.38,1460379600.0,72.0,0.15,6.62,1460401387.0,1012.5,32.08,wind,1460379600.0,0.84,16.06,1460329200.0,1460351616.0,1460329200.0
467,1460415600.0,rain,1.0,43.4,Foggy until afternoon.,43.64,41.69,45.8,1460466000.0,54.0,0.19,2.93,1460487903.0,1006.3,36.06,fog,1460466000.0,0.96,7.89,1460415600.0,1460437869.0,1460415600.0
468,1460584800.0,rain,0.92,41.77,Mostly cloudy throughout the day.,42.81,44.05,47.37,1460548800.0,333.0,0.22,5.78,1460574419.0,1007.87,38.22,partly-cloudy-day,1460548800.0,0.94,4.54,1460502000.0,1460524123.0,1460520000.0
469,1460664000.0,rain,0.74,39.15,Mostly cloudy throughout the day.,39.92,40.91,45.44,1460642400.0,7.0,0.26,7.3,1460660934.0,1011.22,37.06,partly-cloudy-day,1460642400.0,0.89,6.74,1460588400.0,1460610378.0,1460671200.0
470,1460757600.0,rain,0.82,35.41,Mostly cloudy until evening.,36.58,44.91,44.91,1460721600.0,16.0,0.29,7.41,1460747450.0,1003.32,27.41,partly-cloudy-day,1460721600.0,0.89,3.76,1460674800.0,1460696633.0,1460757600.0
471,1460779200.0,rain,0.21,33.02,Partly cloudy until afternoon.,32.22,35.74,42.76,1460811600.0,344.0,0.32,8.58,1460833966.0,1005.26,25.5,partly-cloudy-day,1460811600.0,0.82,10.15,1460761200.0,1460782889.0,1460779200.0
472,1460869200.0,rain,0.0,30.72,Clear throughout the day.,32.57,42.97,48.26,1460905200.0,267.0,0.36,8.9,1460920482.0,1013.47,25.61,clear-day,1460905200.0,0.74,9.88,1460847600.0,1460869146.0,1460869200.0
473,1461016800.0,rain,0.41,41.51,"Partly cloudy until evening and breezy starting in the afternoon, continuing until evening.",37.54,52.91,52.91,1460995200.0,266.0,0.39,8.68,1461006998.0,1015.89,35.34,wind,1460995200.0,0.7,17.01,1460934000.0,1460955404.0,1461016800.0
474,1461038400.0,rain,0.12,36.26,Clear throughout the day.,34.04,53.04,53.04,1461078000.0,295.0,0.42,9.11,1461093514.0,1027.74,31.12,clear-day,1461078000.0,0.69,1.88,1461020400.0,1461041662.0,1461038400.0
475,1461128400.0,rain,0.04,34.51,Clear throughout the day.,36.56,57.92,57.92,1461164400.0,199.0,0.45,9.0,1461180031.0,1030.88,30.83,clear-day,1461164400.0,0.72,3.16,1461106800.0,1461127922.0,1461124800.0
476,1461214800.0,rain,0.24,35.6,Partly cloudy throughout the day.,37.24,58.6,58.6,1461247200.0,58.0,0.48,8.55,1461266547.0,1027.5,35.6,partly-cloudy-day,1461247200.0,0.72,3.58,1461193200.0,1461214182.0,1461214800.0
477,1461297600.0,rain,0.2,35.83,Partly cloudy until evening.,34.62,43.05,47.7,1461333600.0,42.0,0.51,8.34,1461353063.0,1025.63,31.95,partly-cloudy-day,1461333600.0,0.77,7.24,1461279600.0,1461300444.0,1461297600.0
478,1461384000.0,rain,0.0,32.81,Clear throughout the day.,31.53,40.69,46.26,1461412800.0,349.0,0.54,8.76,1461439579.0,1022.51,27.52,clear-day,1461412800.0,0.74,7.69,1461366000.0,1461386706.0,1461384000.0
479,1461466800.0,rain,,34.63,Clear throughout the day.,30.71,42.91,47.02,1461510000.0,324.0,0.57,8.66,1461526095.0,1019.77,28.26,clear-day,1461510000.0,0.69,5.83,1461452400.0,1461472970.0,1461466800.0
480,1461621600.0,rain,0.55,36.51,Mostly cloudy until evening.,30.93,37.53,43.61,1461571200.0,328.0,0.6,8.63,1461612611.0,1009.77,26.51,partly-cloudy-day,1461571200.0,0.68,11.93,1461538800.0,1461559234.0,1461621600.0
481,1461625200.0,rain,0.59,34.61,Mostly cloudy until evening.,31.94,33.94,41.93,1461679200.0,343.0,0.63,8.06,1461699127.0,1008.85,25.22,partly-cloudy-day,1461679200.0,0.8,14.53,1461625200.0,1461645500.0,1461646800.0
482,1461726000.0,rain,0.54,31.12,Mostly cloudy until evening.,32.37,35.47,41.84,1461751200.0,331.0,0.66,8.17,1461785643.0,1012.38,26.39,partly-cloudy-day,1461751200.0,0.84,6.69,1461711600.0,1461731767.0,1461794400.0
483,1461808800.0,rain,0.44,28.02,Overcast until evening.,31.51,36.79,42.9,1461841200.0,210.0,0.7,7.36,1461872158.0,1008.14,22.94,cloudy,1461841200.0,0.87,7.11,1461798000.0,1461818035.0,1461819600.0
484,1461891600.0,rain,0.6,33.77,Mostly cloudy until afternoon and breezy in the evening.,33.94,31.49,40.49,1461934800.0,293.0,0.73,7.56,1461958674.0,1003.48,25.43,wind,1461934800.0,0.87,11.57,1461884400.0,1461904305.0,1461891600.0
485,1461992400.0,rain,0.0,32.63,Clear throughout the day.,33.59,45.36,49.0,1462028400.0,271.0,0.77,8.78,1462045189.0,1018.63,27.4,clear-day,1462028400.0,0.74,6.48,1461970800.0,1461990576.0,1461988800.0
486,1462064400.0,rain,0.0,36.12,Clear throughout the day.,41.4,51.01,51.01,1462118400.0,201.0,0.8,8.13,1462131704.0,1021.16,30.76,clear-day,1462118400.0,0.88,12.88,1462057200.0,1462076848.0,1462060800.0
487,1462226400.0,rain,0.0,41.99,Breezy until afternoon.,43.87,53.82,53.82,1462201200.0,232.0,0.84,8.13,1462218218.0,1013.1,35.52,wind,1462201200.0,0.79,15.74,1462143600.0,1462163121.0,1462226400.0
488,1462233600.0,rain,0.19,40.19,Partly cloudy until afternoon.,37.64,53.08,53.08,1462284000.0,257.0,0.88,8.67,1462304733.0,1020.69,33.62,partly-cloudy-day,1462284000.0,0.72,13.47,1462230000.0,1462249397.0,1462233600.0
489,1462338000.0,rain,0.36,41.81,Partly cloudy until evening.,39.2,58.97,58.97,1462377600.0,210.0,0.91,8.9,1462391247.0,1022.76,37.05,partly-cloudy-day,1462377600.0,0.69,11.51,1462316400.0,1462335673.0,1462320000.0
490,1462420800.0,rain,0.34,43.81,Mostly cloudy until evening.,41.85,62.27,62.27,1462464000.0,209.0,0.95,9.03,1462477760.0,1018.44,38.95,partly-cloudy-day,1462464000.0,0.69,8.27,1462402800.0,1462421951.0,1462424400.0
491,1462500000.0,rain,0.25,45.05,Partly cloudy until afternoon.,42.65,61.35,61.35,1462539600.0,84.0,0.98,7.89,1462564273.0,1013.63,44.21,partly-cloudy-day,1462539600.0,0.71,3.95,1462489200.0,1462508231.0,1462510800.0
492,1462597200.0,rain,,44.17,Foggy overnight.,45.33,54.25,54.25,1462622400.0,27.0,0.03,3.69,1462650786.0,1010.66,40.43,fog,1462622400.0,0.89,7.95,1462575600.0,1462594512.0,1462593600.0
493,1462662000.0,rain,0.05,46.38,Foggy in the morning.,48.29,67.95,67.95,1462716000.0,80.0,0.07,4.26,1462737298.0,1010.34,43.84,fog,1462716000.0,0.79,5.73,1462662000.0,1462680795.0,1462669200.0
494,1462770000.0,rain,0.06,45.65,Clear throughout the day.,48.0,66.32,66.32,1462798800.0,68.0,0.1,6.76,1462823809.0,1013.96,44.17,clear-day,1462798800.0,0.77,9.07,1462748400.0,1462767080.0,1462766400.0
